Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Vascular smooth muscle contraction Homo sapiens hsa04270,0.15306494943246252,0.5955555114338955,0.984375,1.0,120,120,RHOA;AGTR1;EDNRA;CALML5;ACTA2;PRKCH;PPP1CB;PLA2G4A;ACTG2;CALCRL;RAMP1;GUCY1A2;RAMP3;PLA2G4E;ADCY9;KCNMB2;PLA2G1B;PPP1CA;MAPK3;ADCY2;MYL9;MYL6B;PRKCD;MYH11;PLA2G4F;MYLK4;GNA13;PLA2G12A;MAPK1;PLCB1;CYP4A22;KCNMB1;GNA12;GUCY1A3;ADRA1D;PLCB2;MYLK2;KCNU1;CACNA1D;CALD1;RAF1;CYP4A11;AVPR1A;NPR1;PRKCB;ADRA1B;MAP2K1;PLA2G4D;PRKCE;ADORA2A;PLCB3;ARHGEF12;PRKCG;ADCY8;MYL6;RAMP2;CALM3;MRVI1;PLA2G2A;MYLK;AVPR1B;PPP1CC;PLA2G12B;PRKG1;MAP2K2;KCNMA1;GNAS;ROCK1;GUCY1B3;PRKACG;GNAQ;ADORA2B;PRKCA;ITPR2;PRKACB;CALML3;CACNA1C;ITPR3;ADCY5;PLA2G2E;NPR2;KCNMB3;PRKACA;ADCY1;CALM1;GNA11;CACNA1F;MYLK3;ARAF;ADCY4;PLA2G4C;ADCY7;ITPR1;PTGIR;PLA2G2F;BRAF;CALM2;CACNA1S;PPP1R12B;PLA2G6;PLA2G2C;PLA2G3;ADRA1A;PLA2G2D;ADCY3;KCNMB4;CALML6;PRKCQ;PPP1R12A;PPP1R12C;PLCB4;PPP1R14A;PLA2G4B;ARHGEF1;ROCK2;PLA2G10;PLA2G5;ARHGEF11;ADCY6;JMJD7-PLA2G4B,RHOA;AGTR1;EDNRA;CALML5;ACTA2;PRKCH;PPP1CB;PLA2G4A;ACTG2;CALCRL;RAMP1;GUCY1A2;RAMP3;PLA2G4E;ADCY9;KCNMB2;PLA2G1B;PPP1CA;MAPK3;ADCY2;MYL9;MYL6B;PRKCD;MYH11;PLA2G4F;MYLK4;GNA13;PLA2G12A;MAPK1
Thyroid hormone signaling pathway Homo sapiens hsa04919,0.13893901608110346,0.5650971072804727,0.9844961240310077,1.0,118,118,ATP1B3;STAT1;PFKFB2;PLN;CTNNB1;SLC16A10;ACTG1;DIO3;WNT4;MDM2;PLCG2;SLCO1C1;PIK3R1;SLC2A1;KRAS;CCND1;MAPK3;ITGAV;MYC;RCAN1;PIK3CA;HIF1A;HDAC2;MAPK1;DIO1;BMP4;PLCB1;THRA;RCAN2;KAT2B;GATA4;ATP2A2;ACTB;PIK3R5;NOTCH3;ATP1A3;PLCB2;MED27;RAF1;GSK3B;PRKCB;BAD;PFKP;RHEB;MAP2K1;PIK3CD;PIK3R2;NCOA2;NRAS;PLCB3;MED13L;PLCD3;AKT3;AKT1;MED30;PRKCG;EP300;PLCD1;NOTCH2;TBC1D4;PIK3CG;PIK3R3;ITGB3;MED13;NCOA3;SIN3A;THRB;MED24;MED1;HRAS;RXRG;MAP2K2;ATP1A1;CASP9;SLC16A2;NCOA1;PRKACG;PLCD4;PRKCA;SLC9A1;PIK3CB;MYH6;PDPK1;PRKACB;RXRB;MED4;MED17;PRKACA;NCOR1;FOXO1;MED12;ATP1A2;HDAC3;FXYD2;MED16;NOTCH4;CREBBP;ESR1;NOTCH1;TP53;ATP1B1;DIO2;RXRA;TSC2;PLCE1;HDAC1;MED12L;MTOR;ATP1B2;MED14;SRC;ATP1A4;PLCB4;AKT2;PLCZ1;ATP1B4;KAT2A;PLCG1,ATP1B3;STAT1;PFKFB2;PLN;CTNNB1;SLC16A10;ACTG1;DIO3;WNT4;MDM2;PLCG2;SLCO1C1;PIK3R1;SLC2A1;KRAS;CCND1;MAPK3;ITGAV;MYC;RCAN1;PIK3CA;HIF1A;HDAC2;MAPK1
Glucagon signaling pathway Homo sapiens hsa04922,0.13587335611834894,0.5695774745317396,0.9847328244274809,1.0,101,99,LDHB;PYGB;CALML5;CREB3;PRKAB2;GCGR;G6PC2;PKM;PDE3B;PDHB;LDHAL6B;PPP3CC;SLC2A1;CPT1A;SLC2A2;ADCY2;G6PC;PGAM1;CREB3L2;SIRT1;PPP3R2;PLCB1;PCK2;PGAM4;PYGL;PRKAG1;PHKA1;CREB3L1;ATF4;PLCB2;PHKG1;CREB5;PRKAG2;PDHA1;PPARA;GYS2;SMEK2;PLCB3;AKT3;AKT1;CREB1;EP300;ACACA;LDHA;PPP3R1;G6PC3;CALM3;CAMK2A;PPP3CB;LDHC;CREB3L3;ATF2;PPP3CA;CAMK2B;GNAS;PRKACG;GNAQ;CAMK2D;ITPR2;LDHAL6A;GYS1;PRKACB;CALML3;PHKB;PPP4C;ITPR3;PRKAB1;PRMT1;PRKAA2;PRKACA;CALM1;SIK2;FOXO1;CPT1C;PRKAG3;FBP1;CREBBP;PYGM;SIK1;ITPR1;CALM2;PCK1;PFKL;GCK;CREB3L4;CRTC2;PHKG2;PPARGC1A;CALML6;SMEK1;PLCB4;AKT2;PHKA2;PFKFB1;GCG;CAMK2G;PRKAA1;CPT1B;ACACB,LDHB;PYGB;CALML5;CREB3;PRKAB2;GCGR;G6PC2;PKM;PDE3B;PDHB;LDHAL6B;PPP3CC;SLC2A1;CPT1A;SLC2A2;ADCY2;G6PC
Proteoglycans in cancer Homo sapiens hsa05205,0.13414485145284888,0.5218878223926111,0.9847328244274809,1.0,203,201,RPS6;WNT6;EIF4B;RHOA;PPP1CB;CTNNB1;WNT3A;WNT7B;FN1;ACTG1;WNT4;MDM2;FGFR1;PLCG2;HCLS1;IGF2;PIK3R1;WNT2;IGF1;FZD9;PTPN6;KRAS;TWIST2;GPC1;CCND1;FZD10;PPP1CA;MAPK3;TLR2;ITGAV;KDR;MIR10B;WNT11;MYC;TWIST1;PTCH1;PIK3CA;HIF1A;DCN;MAPK1;FAS;IGF1R;ITGA5;TIMP3;ITGB1;RRAS2;RDX;CBL;HGF;FZD2;NANOG;TLR4;CD44;RAC1;FASLG;GRB2;ERBB4;WNT16;PTPN11;THBS1;WNT5A;ACTB;GPC3;HSPB2;TGFB1;PIK3R5;FLNA;SMAD2;RAF1;FZD4;ITGB5;WNT1;TFAP4;WNT5B;PRKCB;CAV2;PTK2;SOS2;WNT10B;CDC42;FRS2;TIAM1;EGFR;MAPK14;MAP2K1;PIK3CD;PIK3R2;PLAUR;NRAS;FZD7;HSPG2;CD63;HOXD10;ARHGEF12;RRAS;AKT3;AKT1;PRKCG;PDCD4;PIK3CG;ERBB3;VEGFA;PIK3R3;PLAU;CTSL;CDKN1A;CAMK2A;ITGB3;HPSE;MRAS;WNT9B;NUDT16L1;EZR;CAV1;PPP1CC;FLNC;ELK1;CAMK2B;HRAS;MAP2K2;ROCK1;IQGAP1;PRKACG;HBEGF;MET;PAK1;STAT3;SOS1;CAMK2D;PRKCA;ITPR2;CBLC;SLC9A1;PIK3CB;MMP2;PDPK1;ANK1;PRKACB;ITPR3;CBLB;MAPK13;RPS6KB1;CASP3;PRKACA;PXN;WNT8A;FZD6;TGFB2;WNT10A;FZD3;SMO;DROSHA;ARAF;FLNB;WNT9A;SDC2;CTTN;FZD1;ANK3;ESR1;ITPR1;SDC4;FGF2;FZD5;MMP9;HPSE2;BRAF;MAPK11;ITGA2;TP53;ERBB2;PPP1R12B;LUM;RPS6KB2;FZD8;PLCE1;IL12B;WNT3;TNF;MTOR;ANK2;SDC1;MSN;GAB1;CAV3;WNT7A;SRC;VAV2;WNT2B;PPP1R12A;PPP1R12C;AKT2;ARHGEF1;ROCK2;MAPK12;COL21A1;WNT8B;VTN;CAMK2G;PLCG1;DDX5,RPS6;WNT6;EIF4B;RHOA;PPP1CB;CTNNB1;WNT3A;WNT7B;FN1;ACTG1;WNT4;MDM2;FGFR1;PLCG2;HCLS1;IGF2;PIK3R1;WNT2;IGF1;FZD9;PTPN6;KRAS;TWIST2;GPC1;CCND1;FZD10;PPP1CA;MAPK3;TLR2;ITGAV;KDR;MIR10B;WNT11;MYC;TWIST1;PTCH1;PIK3CA;HIF1A;DCN;MAPK1;FAS;IGF1R;ITGA5;TIMP3;ITGB1;RRAS2;RDX;CBL;HGF;FZD2
Renal cell carcinoma Homo sapiens hsa05211,0.14037870023277466,0.5408622813369128,0.9849624060150376,1.0,66,66,RBX1;CRKL;RAP1B;PIK3R1;CUL2;SLC2A1;KRAS;MAPK3;EPAS1;PIK3CA;HIF1A;MAPK1;PAK2;TCEB2;HGF;RAC1;GRB2;PTPN11;ETS1;TGFB1;PIK3R5;EGLN1;RAF1;SOS2;CDC42;PAK7;VHL;MAP2K1;PIK3CD;RAPGEF1;TCEB1;PIK3R2;NRAS;AKT3;AKT1;ARNT2;TGFA;EP300;CRK;PIK3CG;VEGFA;PIK3R3;FH;RAP1A;HRAS;PDGFB;MAP2K2;MET;PAK1;PAK3;SOS1;PIK3CB;PAK6;TGFB2;ARAF;CREBBP;EGLN3;BRAF;PAK4;GAB1;TGFB3;ARNT;JUN;EGLN2;AKT2;FLCN,RBX1;CRKL;RAP1B;PIK3R1;CUL2;SLC2A1;KRAS;MAPK3;EPAS1;PIK3CA;HIF1A;MAPK1;PAK2;TCEB2;HGF
Melanogenesis Homo sapiens hsa04916,0.15456806495997424,0.5870483275598267,0.9852941176470589,1.0,100,100,WNT6;CALML5;CREB3;CTNNB1;WNT3A;WNT7B;GNAI2;WNT4;ADCY9;WNT2;FZD9;KRAS;LEF1;FZD10;MAPK3;ADCY2;TCF7L2;WNT11;POMC;MAPK1;CREB3L2;FZD2;PLCB1;GNAI1;EDNRB;CREB3L1;WNT16;KITLG;WNT5A;PLCB2;MITF;RAF1;GSK3B;FZD4;WNT1;WNT5B;PRKCB;WNT10B;KIT;GNAI3;MAP2K1;NRAS;FZD7;PLCB3;EDN1;CREB1;PRKCG;DVL1;EP300;ADCY8;ASIP;GNAO1;CALM3;CAMK2A;CREB3L3;WNT9B;DCT;CAMK2B;HRAS;MAP2K2;GNAS;PRKACG;GNAQ;CAMK2D;PRKCA;PRKACB;DVL3;CALML3;ADCY5;TYR;PRKACA;ADCY1;CALM1;WNT8A;FZD6;WNT10A;FZD3;ADCY4;WNT9A;CREBBP;FZD1;TCF7L1;TYRP1;ADCY7;FZD5;CALM2;DVL2;TCF7;FZD8;CREB3L4;WNT3;ADCY3;CALML6;WNT7A;WNT2B;PLCB4;WNT8B;CAMK2G;ADCY6;MC1R,WNT6;CALML5;CREB3;CTNNB1;WNT3A;WNT7B;GNAI2;WNT4;ADCY9;WNT2;FZD9;KRAS;LEF1;FZD10;MAPK3;ADCY2;TCF7L2;WNT11;POMC
Oxytocin signaling pathway Homo sapiens hsa04921,-0.12760335086212052,-0.4686030317373053,0.9857142857142858,1.0,158,157,EEF2;RHOA;CALML5;CACNG1;PPP1CB;MAP2K5;PLA2G4A;PRKAB2;ACTG1;GNAI2;GUCY1A2;PLA2G4E;ADCY9;PIK3R1;PPP3CC;KRAS;CCND1;PPP1CA;MAPK3;ADCY2;MYL9;MYL6B;RCAN1;PLA2G4F;PIK3CA;MYLK4;MAPK1;CACNA2D4;PPP3R2;PLCB1;GNAI1;PRKAG1;GUCY1A3;CAMK1;CACNG4;ACTB;PIK3R5;PLCB2;MYLK2;CACNA1D;RAF1;NPR1;NFATC1;TRPM2;PRKAG2;CACNG2;KCNJ4;PRKCB;KCNJ12;RGS2;EGFR;CACNA2D2;CAMK1G;GNAI3;MAP2K1;PIK3CD;PIK3R2;CAMKK1;NRAS;PLA2G4D;PLCB3;CACNG3;PRKCG;CACNA2D1;CD38;ADCY8;MYL6;PIK3CG;PPP3R1;CACNB3;PIK3R3;GNAO1;CDKN1A;CALM3;CAMK2A;CAMK4;PPP3CB;MYLK;CACNB2;KCNJ5;PPP1CC;CACNA2D3;ELK1;PPP3CA;CAMK2B;HRAS;CAMK1D;MAP2K2;GNAS;ROCK1;GUCY1B3;PRKACG;GNAQ;KCNJ9;CAMKK2;NOS3;CAMK2D;PRKCA;KCNJ6;ITPR2;OXT;NFATC2;PIK3CB;KCNJ14;PRKACB;CACNB1;CALML3;MEF2C;CACNA1C;ITPR3;ADCY5;PRKAB1;EEF2K;PRKAA2;NPR2;KCNJ3;PRKACA;ADCY1;CALM1;CACNG8;CACNA1F;RYR2;CACNB4;MYLK3;ADCY4;PRKAG3;PLA2G4C;ADCY7;ITPR1;MAPK7;PTGS2;CACNG7;CALM2;NFATC3;NFATC4;OXTR;CACNA1S;RYR1;PPP1R12B;KCNJ2;ADCY3;JUN;CALML6;SRC;PPP1R12A;PPP1R12C;PLCB4;PLA2G4B;ROCK2;FOS;CAMK2G;PRKAA1;RYR3;ADCY6;CACNG5;CACNG6;JMJD7-PLA2G4B,GNAS;ROCK1;GUCY1B3;PRKACG;GNAQ;KCNJ9;CAMKK2;NOS3;CAMK2D;PRKCA;KCNJ6;ITPR2;OXT;NFATC2;PIK3CB;KCNJ14;PRKACB;CACNB1;CALML3;MEF2C;CACNA1C;ITPR3;ADCY5;PRKAB1;EEF2K;PRKAA2;NPR2;KCNJ3;PRKACA;ADCY1;CALM1;CACNG8;CACNA1F;RYR2;CACNB4;MYLK3;ADCY4;PRKAG3;PLA2G4C;ADCY7;ITPR1;MAPK7;PTGS2;CACNG7;CALM2;NFATC3;NFATC4;OXTR;CACNA1S;RYR1;PPP1R12B;KCNJ2;ADCY3;JUN;CALML6;SRC;PPP1R12A;PPP1R12C;PLCB4;PLA2G4B;ROCK2;FOS;CAMK2G;PRKAA1;RYR3;ADCY6;CACNG5;CACNG6;JMJD7-PLA2G4B
Dopaminergic synapse Homo sapiens hsa04728,-0.13558633987693727,-0.48252556990841966,0.9858156028368794,1.0,129,128,CALML5;COMT;CREB3;PPP1CB;GNB4;SLC6A3;GNAI2;SLC18A1;GNGT2;PPP3CC;DRD2;PPP1CA;GRIA4;PPP2R3A;PPP2R5A;GNG2;CREB3L2;PLCB1;DRD3;GNG4;GNAI1;PPP2R3C;KIF5B;CREB3L1;ATF4;GNB2;PLCB2;SLC18A2;CACNA1D;GSK3B;CREB5;DDC;PPP2R5C;GRIA3;PPP2R2D;GNG11;PRKCB;GNAL;PPP2R1A;PPP2CA;GNB1;MAOA;MAPK14;GNAI3;PPP1R1B;DRD5;ARRB2;PLCB3;AKT3;AKT1;GNG5;CALY;GNG10;CREB1;PRKCG;PPP2R5D;GNB5;GNAO1;GNG7;CALM3;CAMK2A;PPP3CB;CREB3L3;DRD1;KCNJ5;PPP2CB;MAPK9;PPP1CC;GNG3;ATF2;PPP3CA;CAMK2B;GRIN2B;GNAS;PRKACG;GNAQ;KCNJ9;PPP2R2C;CAMK2D;PRKCA;KCNJ6;ITPR2;CACNA1B;GNG12;PRKACB;MAPK8;CALML3;CACNA1C;ITPR3;GSK3A;ADCY5;MAPK13;CLOCK;GRIA1;ATF6B;MAPK10;KCNJ3;PRKACA;MAOB;CALM1;GRIN2A;PPP2R5E;PPP2R3B;PPP2R2B;GNB3;ITPR1;CACNA1A;KIF5C;MAPK11;PPP2R5B;CALM2;GNG8;KIF5A;PPP2R1B;CREB3L4;SCN1A;GNG13;TH;CALML6;GRIA2;ARNTL;PLCB4;AKT2;DRD4;MAPK12;FOS;PPP2R2A;CAMK2G,PRKACG;GNAQ;KCNJ9;PPP2R2C;CAMK2D;PRKCA;KCNJ6;ITPR2;CACNA1B;GNG12;PRKACB;MAPK8;CALML3;CACNA1C;ITPR3;GSK3A;ADCY5;MAPK13;CLOCK;GRIA1;ATF6B;MAPK10;KCNJ3;PRKACA;MAOB;CALM1;GRIN2A;PPP2R5E;PPP2R3B;PPP2R2B;GNB3;ITPR1;CACNA1A;KIF5C;MAPK11;PPP2R5B;CALM2;GNG8;KIF5A;PPP2R1B;CREB3L4;SCN1A;GNG13;TH;CALML6;GRIA2;ARNTL;PLCB4;AKT2;DRD4;MAPK12;FOS;PPP2R2A;CAMK2G
Non-small cell lung cancer Homo sapiens hsa05223,-0.12008488183347882,-0.45177420862512174,0.9866666666666667,1.0,56,56,FHIT;PLCG2;PIK3R1;KRAS;CCND1;MAPK3;FOXO3;PIK3CA;MAPK1;RB1;GRB2;PIK3R5;CDKN2A;RAF1;RASSF5;PRKCB;BAD;SOS2;EML4;E2F3;EGFR;MAP2K1;PIK3CD;PIK3R2;NRAS;AKT3;AKT1;PRKCG;TGFA;PIK3CG;PIK3R3;EGF;STK4;HRAS;RXRG;RARB;MAP2K2;CASP9;SOS1;PRKCA;PIK3CB;PDPK1;CDK6;RASSF1;ALK;RXRB;ARAF;CDK4;BRAF;TP53;ERBB2;RXRA;E2F2;E2F1;AKT2;PLCG1,HRAS;RXRG;RARB;MAP2K2;CASP9;SOS1;PRKCA;PIK3CB;PDPK1;CDK6;RASSF1;ALK;RXRB;ARAF;CDK4;BRAF;TP53;ERBB2;RXRA;E2F2;E2F1;AKT2;PLCG1
Selenocompound metabolism Homo sapiens hsa00450,-0.14433210588362994,-0.39173541823056585,0.9923664122137404,1.0,17,17,INMT;SEPHS2;MARS;MARS2;TXNRD3;PAPSS2;CCBL2;SEPHS1;TXNRD2;PAPSS1;TXNRD1;CCBL1;CTH;SEPSECS;PSTK;SCLY;MTR,SCLY;MTR
Cell adhesion molecules (CAMs) Homo sapiens hsa04514,0.1108481736205171,0.360118760482491,0.9924812030075187,1.0,142,139,HLA-E;CDH3;HLA-DRB5;HLA-DMB;HLA-B;SIGLEC1;PECAM1;HLA-C;MPZL1;HLA-DQB1;HLA-DPA1;ICAM2;CD86;NLGN1;HLA-DMA;HLA-G;HLA-DOB;NCAM1;ITGAV;HLA-DOA;HLA-DRA;CD4;HLA-DQA2;HLA-A;HLA-F;NTNG2;ICAM1;VCAN;CD276;ITGB1;CDH1;JAM2;HLA-DRB1;PVRL1;SELPLG;LRRC4;NRCAM;ITGA9;OCLN;HLA-DPB1;ITGAL;ITGB2;ITGA8;SELL;NRXN2;CD80;CADM3;CLDN2;VCAM1;NLGN3;ESAM;CLDN5;TIGIT;PTPRC;CD28;LRRC4C;CD34;CD226;HLA-DQA1;CDH5;CD274;F11R;PDCD1;ALCAM;CLDN7;PVRL3;SELE;CD6;CLDN19;CD8B;NEO1;CLDN20;ITGA6;L1CAM;CD8A;PVRL2;JAM3;CDH15;CNTN1;NCAM2;CNTNAP2;ICAM3;CD2;CDH4;PTPRM;ITGAM;CLDN17;PDCD1LG2;NLGN2;CLDN24;CLDN23;NLGN4X;CNTNAP1;ICOS;CD99;CD40;NEGR1;NRXN3;PVR;NTNG1;CLDN3;GLG1;VTCN1;SPN;NFASC;CDH2;ITGA4;CLDN1;SDC2;CTLA4;CLDN6;CADM1;SELP;NRXN1;SDC4;ITGB8;CLDN16;ITGB7;ICOSLG;CLDN4;CLDN14;CD40LG;CLDN9;LRRC4B;SDC1;MADCAM1;CD58;PTPRF;CLDN18;CLDN10;CLDN15;CNTN2;CD22;MAG;CLDN25;CLDN11;SDC3;CLDN8;MPZ,HLA-E;CDH3;HLA-DRB5;HLA-DMB;HLA-B;SIGLEC1;PECAM1;HLA-C;MPZL1;HLA-DQB1;HLA-DPA1;ICAM2;CD86;NLGN1;HLA-DMA;HLA-G;HLA-DOB;NCAM1;ITGAV;HLA-DOA;HLA-DRA;CD4;HLA-DQA2;HLA-A;HLA-F;NTNG2;ICAM1;VCAN;CD276;ITGB1;CDH1;JAM2;HLA-DRB1;PVRL1;SELPLG;LRRC4;NRCAM
Regulation of lipolysis in adipocytes Homo sapiens hsa04923,0.1330034114264248,0.5076247935372565,0.9925373134328358,1.0,56,56,MGLL;ABHD5;GNAI2;PDE3B;FABP4;ADCY9;PIK3R1;TSHB;ADCY2;TSHR;PIK3CA;IRS1;IRS2;GNAI1;PIK3R5;ADRB3;NPR1;ADRB1;GNAI3;PIK3CD;PIK3R2;AKT3;AKT1;NPY1R;ADCY8;PNPLA2;PIK3CG;PIK3R3;INSR;PTGER3;PLIN1;PRKG1;ADRB2;INS;PTGS1;GNAS;PRKACG;PIK3CB;PRKACB;CGA;AQP7;ADCY5;PRKACA;ADCY1;ADCY4;ADCY7;PTGS2;IRS4;NPY;PRKG2;ADCY3;PLA2G16;ADORA1;AKT2;LIPE;ADCY6,MGLL;ABHD5;GNAI2;PDE3B;FABP4;ADCY9;PIK3R1;TSHB;ADCY2;TSHR
Cytokine-cytokine receptor interaction Homo sapiens hsa04060,-0.14792099699488634,-0.4403496518847026,0.9926470588235294,1.0,265,257,NGFR;TNFSF10;TNFRSF21;IL1R1;IL20;IL6ST;IL21R;CD70;TNFSF13B;LEPR;IL26;IFNAR1;IL22;TGFBR2;ACVR1;IFNL1;TNFRSF13B;CCR3;LIF;IL18;IFNAR2;FLT3;PLEKHO2;IL4R;TNFRSF1B;TSLP;ACVR2B;TNFRSF17;CXCL5;TGFBR1;TNFRSF11A;IL23R;IL1R2;IL18R1;BMPR1A;KDR;INHBE;TNFSF14;IL15;IL19;IFNE;CCR9;IL13RA1;FAS;IL17RA;IL12RB1;TNFSF9;IL10RA;CXCL16;CX3CR1;IL10;CCL20;CSF1R;HGF;IFNG;IL24;BMP2;GH1;VEGFB;IFNGR2;IL6R;CCR1;TNFRSF1A;CSF2RA;FASLG;PRLR;CX3CL1;PDGFRA;CSF3R;FLT1;XCL2;CXCR5;ACVR1B;IFNGR1;BMPR2;LTBR;KITLG;PPBP;IL17A;PRL;TGFB1;IL12RB2;IL15RA;TNFSF8;PF4;IL6;CCL24;TNFSF12;CXCL9;CXCL14;EDA2R;IFNL3;CCL7;CXCL12;IL9;GDF5;IL2RB;IL17RB;EDA;IL2RA;KIT;EGFR;EDAR;CCL15;CCL23;TNFSF11;TNFSF13;CCL28;CLCF1;IFNA8;CXCL11;CXCR4;CCR5;CNTF;LEP;XCL1;ACVR2A;CCL27;CSF1;CSF2RB;VEGFA;IL9R;TNFRSF8;IL7R;XCR1;CXCL2;OSMR;CCL25;IL1RAP;CXCL10;ACKR3;TNFRSF9;TNFRSF10D;IL7;EGF;IFNL2;IFNA17;IFNLR1;CXCR6;CCL14;CXCL3;CXCR3;IFNA1;PF4V1;IL23A;FLT4;PDGFB;CCR2;BMPR1B;GHR;CCL19;IL2RG;IFNA6;TNFSF18;TNFRSF4;CXCR1;MET;TNFRSF18;CCR4;BMP7;RELT;IL17B;CXCL1;CSF3;IL10RB;TNFRSF11B;CD40;TNFRSF12A;CCR10;CXCR2;IL22RA2;IL18RAP;TNFSF15;IFNW1;TNFRSF10B;CD27;CCL5;PDGFRB;CCL26;IL1A;IFNA14;IL20RB;IFNA21;CNTFR;CXCL6;LTB;TGFB2;CXCL8;TNFRSF19;TNFRSF13C;IL13;CCR8;INHBC;IL21;CRLF2;TNFRSF25;IL22RA1;IFNB1;LIFR;CCR7;IFNA13;CCL1;IFNA5;IL4;LTA;TNFRSF10C;IL25;CCL21;CCL16;CCL18;CCL11;CCL22;EPO;CD40LG;PDGFA;CCL4L1;IL12B;INHBB;CCL2;CCL17;TNF;CCL4;AMHR2;TNFRSF14;PDGFC;CSF2;CCL13;FLT3LG;IL11;TGFB3;VEGFC;OSM;IL2;TNFSF4;TNFRSF10A;CXCL13;CCR6;CCL3L3;CCL8;CCL3;THPO;INHBA;CTF1;IL5RA;FIGF;IL1B;AMH;EPOR;IL3;IL20RA;IL5;IL12A;IFNA2;IL11RA;MPL;IFNK;IL3RA,IFNA13;CCL1;IFNA5;IL4;LTA;TNFRSF10C;IL25;CCL21;CCL16;CCL18;CCL11;CCL22;EPO;CD40LG;PDGFA;CCL4L1;IL12B;INHBB;CCL2;CCL17;TNF;CCL4;AMHR2;TNFRSF14;PDGFC;CSF2;CCL13;FLT3LG;IL11;TGFB3;VEGFC;OSM;IL2;TNFSF4;TNFRSF10A;CXCL13;CCR6;CCL3L3;CCL8;CCL3;THPO;INHBA;CTF1;IL5RA;FIGF;IL1B;AMH;EPOR;IL3;IL20RA;IL5;IL12A;IFNA2;IL11RA;MPL;IFNK;IL3RA
Glutamatergic synapse Homo sapiens hsa04724,-0.1332803969091004,-0.43411023398309073,0.9927007299270073,1.0,114,113,SLC1A1;GNB4;PLA2G4A;GRIN2D;GRIK2;GNAI2;GRM4;PLA2G4E;ADCY9;GNGT2;SLC38A2;PPP3CC;SLC1A6;MAPK3;ADCY2;GRIA4;PLA2G4F;MAPK1;GNG2;SLC38A1;PPP3R2;PLCB1;GRM8;GRIN3A;GNG4;GNAI1;GRM5;GRM1;GNB2;PLCB2;CACNA1D;GRIA3;GNG11;PRKCB;GNB1;GRIK1;GRIK4;GNAI3;GRIK3;PLA2G4D;PLCB3;GRIN1;GNG5;GNG10;PRKCG;ADRBK2;ADCY8;PPP3R1;GNB5;SLC17A7;GNAO1;SHANK2;SLC1A3;GNG7;HOMER3;PPP3CB;ADRBK1;GRIK5;GNG3;GLUL;PPP3CA;GRIN2B;GNAS;GRM2;PRKACG;GNAQ;DLG4;PRKCA;ITPR2;GNG12;SLC17A6;PRKACB;PLD1;SHANK1;GLS;CACNA1C;ITPR3;ADCY5;SLC1A2;GRIA1;SHANK3;KCNJ3;PRKACA;ADCY1;GRM7;GRIN2A;GRIN2C;PLD2;HOMER2;ADCY4;SLC1A7;PLA2G4C;GRIN3B;ADCY7;GNB3;ITPR1;CACNA1A;GLS2;GRM3;GNG8;SLC38A3;HOMER1;ADCY3;SLC17A8;GNG13;GRIA2;PLCB4;PLA2G4B;DLGAP1;TRPC1;GRM6;ADCY6;JMJD7-PLA2G4B,GNAS;GRM2;PRKACG;GNAQ;DLG4;PRKCA;ITPR2;GNG12;SLC17A6;PRKACB;PLD1;SHANK1;GLS;CACNA1C;ITPR3;ADCY5;SLC1A2;GRIA1;SHANK3;KCNJ3;PRKACA;ADCY1;GRM7;GRIN2A;GRIN2C;PLD2;HOMER2;ADCY4;SLC1A7;PLA2G4C;GRIN3B;ADCY7;GNB3;ITPR1;CACNA1A;GLS2;GRM3;GNG8;SLC38A3;HOMER1;ADCY3;SLC17A8;GNG13;GRIA2;PLCB4;PLA2G4B;DLGAP1;TRPC1;GRM6;ADCY6;JMJD7-PLA2G4B
